ProbeID	Chr	Locus	LRS	MaxLODpvalue	p001	p05	p10
1419055_a_at	8	rs13479605	7.724119	0.792000	22.120424	13.662255	12.314421
1419056_at	7	rs3672220	11.360053	0.310000	20.123590	15.092380	13.901130
1419057_at	8	rs13479605	7.924831	0.831000	18.761754	14.359648	13.347667
1419058_at	10	rs13480802	7.083246	0.931000	18.806061	14.613423	13.340750
1419059_at	2	rs13459060	10.404758	0.120000	17.090591	11.743221	10.710075
1419060_at	2	rs13476419	9.182562	0.623000	20.339257	14.931744	13.489816
1419061_at	16	rs4193194	8.519070	0.838000	30.284706	16.336166	14.699279
1419062_at	8	rs6399377	10.240141	0.573000	22.530883	16.727896	15.093736
1419063_at	5	rs13478563	10.992368	0.468000	23.981832	16.575372	15.084970
1419064_a_at	12	rs6170344	11.213607	0.495000	28.571205	17.325232	15.975858
1419065_at	14	rs3689508	10.323961	0.468000	25.435157	15.807637	14.097208
1419066_at	14	rs3710916	11.131243	0.440000	26.916871	16.433389	14.953193
1419067_a_at	5	rs3664617	12.849278	0.243000	26.299978	17.269669	15.239642
1419068_at	5	CEL-5_3149134	12.525836	0.289000	27.591960	17.179967	15.645236
1419069_at	10	rs13480575	10.087080	0.542000	23.004201	15.927465	14.091662
1419070_at	14	rs3723413	14.412893	0.168000	35.263227	17.702233	15.826592
1419071_at	12	rs3685299	9.537060	0.670000	22.799984	15.500670	14.250654
1419072_at	3	rs13477144	6.551251	0.973000	19.512892	14.605190	13.547605
1419073_at	12	rs6170344	11.061722	0.305000	22.513688	14.848940	13.408948
1419074_at	7	rs6239372	7.959735	0.900000	27.828238	16.974452	15.471842
1419076_a_at	2	CEL-2_168586738	9.698816	0.666000	28.705284	16.592754	15.400385
1419077_at	11	rs3690511	22.101419	0.013000	35.246499	17.762951	15.694043
1419078_at	12	rs3716547	19.650093	0.002000	20.886533	15.112551	13.742131
1419079_at	8	rs13479605	12.551829	0.168000	23.887990	15.017036	13.622167
1419080_at	2	CEL-2_50605053	11.669419	0.321000	22.894985	15.737623	14.256395
1419081_at	1	gnf01.063.789	8.950894	0.774000	26.760489	16.970549	15.019117
1419082_at	17	rs13482876	8.213739	0.768000	24.296094	14.727899	13.193444
1419083_at	9	rs13480365	10.753014	0.175000	21.473072	12.566697	11.709513
1419084_a_at	9	rs3674482	10.806903	0.443000	23.622880	15.437524	14.261448
1419085_at	5	rs13478563	8.078242	0.779000	17.930243	13.509362	12.508070
1419086_at	9	rs6224703	10.181464	0.590000	26.132398	16.708470	15.035976
1419087_s_at	11	rs3715924	5.461240	0.895000	15.856694	9.692541	8.957037
1419088_at	5	rs3664617	12.788234	0.307000	32.348840	17.766633	15.816653
1419089_at	5	rs13478563	10.563258	0.592000	25.869336	17.618536	15.832314
1419090_x_at	5	CEL-5_3149134	7.679723	0.879000	23.454757	14.378110	13.153967
1419091_a_at	9	D9Mit11	6.602505	0.893000	20.965321	12.849657	11.679969
1419092_a_at	6	rs6223362	7.286457	0.947000	23.097949	15.682581	14.034716
1419093_at	3	rs3672300	25.004480	0.001250	26.045436	17.090387	15.387819
1419094_at	2	D2Mit205	12.349730	0.231000	23.311661	15.595443	14.147534
1419095_a_at	11	CEL-11_106337425	7.488046	0.895000	21.569736	14.601615	13.485956
1419096_at	8	rs13479605	8.614241	0.262000	15.814281	11.252683	10.051085
1419097_a_at	2	rs13476330	7.042842	0.911000	21.043805	13.496203	12.274862
1419098_at	6	rs6223362	8.170151	0.825000	20.373743	14.821668	13.680524
1419099_x_at	6	rs6223362	8.387792	0.737000	19.497607	13.995234	12.963020
1419100_at	12	rs8273308	65.315198	0.000000	30.661577	18.678248	16.669058
1419101_at	9	rs3705403	10.362782	0.150000	19.535545	12.181242	11.127901
1419102_at	2	rs13459060	10.303349	0.252000	18.887415	13.274078	12.257465
1419103_a_at	11	rs13480888	10.465702	0.590000	25.215140	16.910709	15.315467
1419104_at	15	rs13482420	9.401723	0.629000	22.631720	15.357504	13.854485
1419105_at	7	rs3656205	12.729767	0.228000	26.438530	16.241250	14.391844
1419106_at	9	rs13480365	8.839742	0.473000	16.602247	12.271043	11.489315
1419107_at	10	rs13480802	6.996005	0.931000	24.857820	14.799323	13.573682
1419108_at	19	mCV23482939	6.581094	0.994000	25.719255	16.964675	15.127596
1419109_at	7	rs8251849	9.327137	0.749000	28.685913	17.441305	15.729460
1419110_at	5	rs3708411	13.028875	0.251000	25.110949	17.314274	15.122013
1419111_at	12	rs13481565	9.162492	0.530000	26.345542	13.971794	12.768453
1419112_at	2	rs13476352	15.029862	0.128000	24.965312	17.759738	15.651263
1419113_at	1	rs6202860	12.314240	0.263000	24.152824	16.242299	14.607210
1419114_at	3	rs13477323	11.780216	0.378000	24.753098	16.111980	14.728929
1419115_at	3	rs13477364	72.455028	0.000001	31.737313	19.039605	16.787705
1419116_at	2	D2Mit205	11.742606	0.364000	27.208403	16.913213	15.438225
1419117_at	8	rs6343961	10.733434	0.248000	24.484857	13.872996	12.381935
1419118_at	7	rs13479203	21.587176	0.008000	25.047460	16.930651	15.484499
1419119_at	16	rs4206648	8.764789	0.605000	19.053367	13.645994	12.445445
1419120_at	2	rs13459060	7.233788	0.710000	17.021142	11.541666	10.767008
1419121_at	11	rs3673722	13.191361	0.187000	27.105995	16.317376	14.788495
1419122_at	10	rs13480570	14.010394	0.207000	29.214571	17.578056	15.987839
1419123_a_at	12	rs13481630	5.934172	0.987000	19.660402	14.419626	13.316973
1419124_at	5	mCV23582150	9.014306	0.806000	25.324990	17.267271	15.560439
1419125_at	8	rs6343961	10.352012	0.349000	21.326122	14.061447	12.770879
1419126_at	8	rs6343961	8.064700	0.585000	18.809573	12.352766	11.187030
1419127_at	8	CEL-8_7689226	9.182144	0.532000	19.600949	13.620250	12.645811
1419128_at	2	rs13476419	7.857209	0.644000	17.721405	12.276268	11.316693
1419129_at	9	rs6240566	6.244895	0.967000	18.647956	13.166608	12.345610
1419130_at	10	rs3721803	11.865237	0.300000	26.523717	15.908609	14.512027
1419131_at	19	rs13483561	8.281143	0.788000	20.239254	14.698177	13.411121
1419132_at	8	rs6343961	12.590825	0.243000	27.518713	16.288250	14.824417
1419133_at	11	rs13481243	24.787890	0.000189	22.977710	16.204449	14.703224
1419134_at	8	rs13479605	13.653691	0.190000	24.212861	17.184541	15.364146
1419135_at	12	rs3685299	10.326242	0.462000	23.589185	15.122938	13.789388
1419136_at	19	D19Mit40	8.386843	0.810000	25.497387	16.362131	14.703191
1419137_at	19	rs4232105	11.502509	0.260000	21.036331	14.890683	13.563518
1419138_at	14	rs13482122	6.803760	0.967000	24.565158	16.350903	14.654624
1419139_at	8	rs6343961	8.680959	0.729000	22.879797	14.947640	13.597849
1419140_at	12	rs13481565	10.157550	0.525000	25.367504	15.688065	14.271532
1419141_at	2	rs13476330	7.812816	0.859000	19.253908	14.733432	13.464171
1419142_at	11	rs3673722	8.785507	0.717000	20.953207	14.733393	13.391521
1419143_at	12	rs3685299	11.788401	0.339000	23.123344	15.835369	14.539020
1419144_at	9	rs8254361	15.223182	0.075000	27.668237	16.194037	14.683737
1419145_at	7	rs13479392	12.265439	0.241000	25.326326	15.536750	14.054018
1419146_a_at	8	rs13479605	7.212243	0.891000	19.982794	13.936686	12.678958
1419147_at	12	rs6180964	24.860577	0.001222	25.380249	16.749489	15.146452
1419148_at	8	rs6343961	8.509828	0.702000	22.711936	14.175249	12.892921
1419149_at	8	rs13479605	11.246914	0.378000	25.487815	15.831788	14.316419
1419150_at	2	rs13459060	12.051999	0.228000	23.271106	15.205120	13.867563
1419151_at	9	rs13480365	8.058104	0.832000	22.800781	15.508740	14.192221
1419152_at	15	CEL-15_93879270	11.702726	0.397000	26.774953	17.273108	15.368010
1419154_at	2	rs13459060	11.709781	0.186000	25.051073	14.049699	12.953917
1419155_a_at	1	rs6189020	12.163759	0.329000	24.518190	17.079814	15.121044
1419156_at	2	rs3709716	11.822352	0.311000	22.800396	15.609040	14.261211
1419157_at	5	CEL-5_3149134	11.632818	0.353000	23.662707	16.156761	14.468947
1419158_a_at	12	rs6170344	11.372227	0.357000	21.826933	15.674884	14.540222
1419159_at	9	rs3725272	15.680666	0.056000	28.368151	15.852755	14.632412
1419160_at	12	gnf12.078.433	10.362966	0.553000	26.826624	16.597242	15.035479
1419161_a_at	7	rs13479416	9.972901	0.564000	21.397753	15.941639	14.495319
1419164_at	2	rs13476520	12.851759	0.192000	24.377345	15.767618	14.287131
1419165_at	15	rs13482420	10.555640	0.542000	26.571030	17.104123	15.648093
1419166_at	9	rs3725272	9.152587	0.655000	20.941628	14.458044	13.380018
1419167_at	8	rs13479605	6.226114	0.931000	15.210635	11.612273	10.751209
1419168_at	12	rs13481599	14.596750	0.113000	24.389985	16.532109	14.846531
1419169_at	2	rs13459060	11.405031	0.317000	22.577383	15.239228	13.975775
1419170_at	3	CEL-3_75140206	13.274417	0.215000	22.841784	16.874488	15.408407
1419171_at	1	rs13475993	8.452459	0.843000	28.104539	17.009831	15.397635
1419172_at	1	rs8242766	10.418731	0.518000	24.078267	16.241764	14.523830
1419173_at	12	rs3685299	8.863220	0.780000	24.511870	16.685780	15.357373
1419174_at	5	D5Mit388	12.426702	0.200000	22.977633	14.931374	13.728130
1419175_a_at	2	rs13476419	11.264554	0.213000	20.894135	13.335268	12.443280
1419176_at	11	rs13480888	12.879842	0.282000	33.449317	18.078464	15.835269
1419177_at	9	rs3725272	16.115816	0.067000	24.079888	17.016824	15.047445
1419178_at	11	rs3673722	7.323079	0.781000	17.705304	12.447888	11.574931
1419179_at	19	rs6191324	6.620081	0.853000	14.785112	11.022650	10.266020
1419180_at	11	rs3673722	10.144945	0.565000	21.762942	15.709361	14.532210
1419181_at	4	rs6232550	11.007146	0.418000	22.531430	15.838706	14.315060
1419182_at	12	rs13481565	11.166838	0.180000	17.646214	12.973688	11.952003
1419184_a_at	1	rs3687595	8.349432	0.811000	25.720745	14.843407	13.720643
1419185_a_at	8	rs6343961	8.027698	0.733000	32.813018	13.926541	12.579109
1419186_a_at	16	rs4221305	6.861571	0.979000	29.700937	16.662853	15.343276
1419189_at	19	rs13483605	25.705690	0.000196	22.869889	15.645811	14.180274
1419190_at	X	CEL-X_9031623	8.214090	0.844000	24.947213	16.173096	14.371730
1419191_at	12	rs6170344	11.007355	0.543000	37.433487	18.259710	16.181542
1419192_at	19	rs3672117	13.572047	0.204000	28.165260	17.219396	15.321644
1419195_at	8	rs13479605	9.478086	0.598000	20.956976	15.256541	13.543947
1419196_at	1	rs13475771	13.548401	0.026000	16.975634	12.902688	12.037723
1419197_x_at	2	rs13476419	17.238309	0.021000	22.541042	15.362688	13.928539
1419198_at	1	rs13475920	9.580756	0.733000	29.130757	18.003034	16.201398
1419199_at	2	CEL-2_50605053	7.571149	0.932000	24.641517	16.037059	14.668531
1419200_at	7	rs13479153	10.044405	0.690000	28.607374	17.644076	15.766941
1419201_at	2	rs13476419	7.462412	0.765000	18.415594	12.509410	11.434503
1419202_at	14	gnf14.013.298	6.063373	0.987000	25.037872	14.129831	13.063714
1419203_at	8	rs13479605	7.907514	0.639000	18.669827	12.519339	11.504591
1419204_at	8	rs13479605	9.895012	0.448000	21.802875	14.217623	13.179696
1419205_x_at	9	rs3705403	7.687602	0.550000	19.263871	11.670677	10.497705
1419206_at	12	rs13481630	9.832251	0.367000	19.192685	13.353061	12.129782
1419207_at	13	rs13481817	11.718575	0.404000	25.857072	17.530560	15.821004
1419208_at	7	rs3658777	8.742516	0.841000	28.734432	18.185852	16.430310
1419209_at	12	rs3685299	8.632488	0.782000	20.190444	15.551433	14.238362
1419210_at	18	rs13483183	13.696902	0.044000	17.464467	13.547465	12.458951
1419211_s_at	16	rs4221305	10.723269	0.512000	30.019344	17.160124	15.355341
1419212_at	19	rs3023497	11.294059	0.099000	17.100570	12.245378	11.292496
1419213_at	9	rs13480122	9.351148	0.554000	20.694672	14.568417	12.960495
1419214_at	12	rs6170344	7.796609	0.922000	23.305135	15.471828	14.298905
1419215_at	19	D19Mit40	12.366651	0.238000	32.315208	15.561073	14.324965
1419216_at	12	rs6225272	7.557395	0.795000	24.351207	12.896963	11.725921
1419217_at	7	rs3703247	17.209793	0.027000	21.231670	16.051413	14.536856
1419218_at	16	rs4206648	10.511147	0.417000	22.085694	15.118376	13.772850
1419219_at	12	rs3689063	8.932506	0.750000	26.322043	16.376312	14.844574
1419220_at	16	rs4186283	8.458651	0.795000	22.002917	15.543569	13.813774
1419221_a_at	13	rs13481817	9.756380	0.617000	22.724643	16.526416	14.637361
1419222_at	8	rs6343961	6.814921	0.650000	20.067094	10.856266	9.882449
1419223_a_at	15	rs13482609	12.936581	0.078000	18.609030	13.602852	12.428584
1419224_at	4	rs13478050	9.467303	0.721000	25.444915	17.012419	15.500044
1419225_at	5	rs6267669	7.513661	0.934000	22.257966	16.430797	14.997833
1419226_at	12	gnf12.078.433	8.420275	0.540000	24.918902	12.787394	11.637246
1419227_at	15	rs13482498	6.436228	0.766000	13.950978	10.430776	9.573862
1419228_at	12	rs13481599	10.214150	0.593000	28.687164	16.923187	15.162810
1419230_at	11	rs3661058	63.376979	0.000000	30.480124	18.539133	16.539631
1419231_s_at	11	rs3661058	96.732183	0.000000	32.751790	19.199015	17.061198
1419232_a_at	9	rs6258765	11.579003	0.308000	23.396847	15.557017	14.118335
1419233_x_at	4	CEL-4_95227224	8.109729	0.841000	26.061634	15.541915	14.144066
1419234_at	9	mCV25073238	6.697854	0.842000	18.557064	12.436073	11.266389
1419235_s_at	15	D15Mit63	9.532324	0.636000	21.110705	15.271203	14.149818
1419236_at	5	rs3662682	8.112020	0.672000	19.723818	12.806500	11.737742
1419237_at	X	rs13483724	9.049851	0.643000	20.420505	14.316565	13.178478
1419238_at	1	rs3722989	8.895927	0.771000	23.621488	16.230956	14.763126
1419239_at	1	rs3687595	7.605394	0.848000	19.419842	14.045061	12.968006
1419240_at	8	rs13479605	11.809497	0.261000	25.374533	15.726958	13.966854
1419241_a_at	8	rs13479605	11.403373	0.385000	25.548061	16.451452	14.565091
1419242_at	2	rs13476419	12.776469	0.153000	24.059641	14.969530	13.753258
1419243_at	5	rs3664617	14.258394	0.161000	23.393082	16.816760	15.519787
1419244_a_at	14	rs3710916	11.478955	0.452000	30.065280	18.353370	16.392763
1419245_at	9	CEL-9_29909656	10.359268	0.568000	33.266749	16.993811	15.725033
1419246_s_at	3	rs3674751	10.118709	0.541000	24.018890	15.865231	14.177839
1419247_at	9	rs13480365	10.845642	0.439000	24.195902	16.415442	14.700074
1419248_at	19	rs6237466	9.896628	0.550000	21.449882	15.214029	13.954936
1419249_at	5	CEL-5_3149134	20.390277	0.017000	28.651489	17.799505	16.161114
1419250_a_at	5	CEL-5_3149134	13.418525	0.197000	24.410071	16.841516	15.312234
1419251_at	12	rs6170344	9.144407	0.736000	24.057583	16.109534	14.757721
1419252_at	5	rs3153753	7.614222	0.915000	25.233648	16.247748	14.759831
1419253_at	1	rs3682996	28.561502	0.000227	25.504914	16.782424	15.152331
1419254_at	1	rs3682996	17.044464	0.012000	21.390779	13.649373	12.601362
1419255_at	2	rs3699934	10.868407	0.197000	18.751888	13.180645	12.052058
1419256_at	11	rs13480951	8.596838	0.789000	21.254725	15.302330	14.128381
1419259_at	12	rs6170344	8.932878	0.618000	19.400107	14.001146	12.855037
1419261_at	2	CEL-2_50605053	11.788860	0.347000	30.088116	16.551672	14.863330
1419262_at	12	rs6170344	8.811833	0.703000	20.230065	14.502545	13.211336
1419263_a_at	10	rs6237927	8.481835	0.725000	21.701233	14.898479	13.564683
1419264_at	9	rs8254361	8.023260	0.860000	25.567931	16.137011	14.462828
1419265_at	12	rs6170344	13.483022	0.082000	20.758269	14.480758	13.214676
1419266_at	2	gnf02.006.767	13.897212	0.184000	25.946726	17.177774	15.568420
1419267_at	2	D2Mit205	10.338761	0.481000	22.825298	15.304993	13.975430
1419268_at	19	rs13483561	17.626237	0.011000	21.783807	14.566407	13.138056
1419269_at	8	rs13479605	12.497002	0.324000	27.877985	17.160268	15.544864
1419270_a_at	16	rs4221305	7.426485	0.932000	21.912840	15.822770	14.604867
1419271_at	8	rs6400423	11.016557	0.344000	22.202949	14.427361	13.218408
1419272_at	6	rs13478800	11.463370	0.459000	35.735422	18.316337	16.246749
1419273_at	1	mCV23695025	15.160992	0.130000	26.656143	17.668280	15.896483
1419274_at	1	rs8242766	9.095787	0.652000	23.448578	14.923412	13.887801
1419275_at	2	rs13459060	14.710182	0.128000	27.618221	17.183841	15.386328
1419276_at	18	rs3705890	9.076956	0.710000	26.222553	16.012952	14.761845
1419277_at	12	rs6170344	10.210153	0.564000	29.032462	16.020399	14.683704
1419278_at	18	rs4231742	11.716783	0.352000	27.572130	16.381345	14.842960
1419279_at	14	rs3689508	11.010146	0.301000	21.411571	14.317638	13.349986
1419280_at	7	rs13479416	12.917343	0.237000	25.749381	16.274418	14.791012
1419281_a_at	10	rs6237927	9.166401	0.709000	26.115584	15.870546	14.455463
1419282_at	19	rs13483669	9.663605	0.738000	27.311966	17.620037	15.515810
1419283_s_at	1	rs3687595	22.839151	0.004333	26.137832	17.030361	15.235404
1419284_at	18	rs13483183	9.104746	0.669000	41.182742	15.961510	14.393457
1419285_s_at	18	rs13483183	11.204987	0.095000	22.014927	12.181861	11.100552
1419286_s_at	5	D5Mit388	10.122793	0.478000	21.497617	14.686085	13.475492
1419287_at	14	rs3692863	6.068783	0.981000	18.477291	13.715070	12.838740
1419288_at	8	rs6232107	7.738033	0.916000	26.048182	16.557734	14.589869
1419289_a_at	15	D15Mit63	7.809835	0.913000	27.722268	17.381440	15.239654
1419290_at	14	rs3689508	10.539484	0.477000	21.474421	15.640102	14.401886
1419291_x_at	1	rs6202860	33.034912	0.000017	25.480369	16.904463	15.251294
1419292_at	15	rs13482498	10.380842	0.575000	25.649286	16.997443	15.125653
1419293_at	15	D15Mit63	13.005205	0.241000	25.279525	16.750010	15.245528
1419294_at	11	D11Mit231	11.559775	0.380000	29.244571	16.372148	14.754618
1419295_at	12	rs6170344	10.198467	0.440000	25.917672	14.985613	13.562815
1419296_at	X	DXMit1	25.695671	0.000020	21.354725	15.054231	13.757954
1419297_at	3	rs13477308	7.796428	0.618000	16.377611	12.044987	11.080756
1419298_at	5	rs3664617	12.236392	0.328000	26.025911	17.007059	15.429070
1419299_at	14	rs3689508	11.011273	0.468000	30.115754	17.042382	15.471377
1419300_at	7	CEL-7_122458955	11.490470	0.396000	32.904478	17.222470	15.237773
1419301_at	3	rs6260196	13.060544	0.171000	22.712633	15.618616	14.188306
1419302_at	16	rs4206648	9.467023	0.720000	22.730119	16.756599	14.846322
1419303_at	8	rs13479605	10.662726	0.414000	22.839568	15.137761	13.662704
1419304_at	19	rs4232105	10.694326	0.373000	23.940981	14.894208	13.604007
1419305_a_at	14	rs3692863	6.564822	0.914000	16.343958	12.025867	11.104859
1419306_at	19	D19Mit40	14.420005	0.089000	24.655008	15.407148	14.118250
1419307_at	8	rs6343961	8.359280	0.823000	23.549120	16.182092	14.569343
1419308_at	9	rs6206488	7.098587	0.981000	24.747766	16.752783	15.036637
1419309_at	4	rs3023025	29.474850	0.001000	29.562025	18.224978	16.254112
1419310_s_at	8	rs13460430	16.166586	0.056000	24.239502	16.584005	14.935879
1419311_at	19	D19Mit40	10.440494	0.528000	25.650083	16.202302	14.868499
1419312_at	8	rs13479605	13.847786	0.166000	22.826203	16.526999	15.128754
1419313_at	10	rs13480570	9.775761	0.700000	24.960217	17.252858	15.660743
1419314_at	3	rs3674751	10.441906	0.488000	24.353359	16.066542	14.602380
1419315_at	12	rs6170344	13.505590	0.138000	24.006368	15.725281	14.206345
1419316_s_at	14	rs13482338	13.514455	0.145000	25.480911	16.100653	14.205509
1419318_at	5	rs3719767	7.681506	0.644000	15.698130	11.379276	10.524058
1419319_at	2	rs13476419	8.054383	0.500000	24.352907	11.663548	10.662913
1419320_at	19	mCV25314100	9.123837	0.509000	20.460412	13.489511	12.425121
1419321_at	8	rs6343961	11.659789	0.301000	28.225100	16.246987	14.570168
1419322_at	5	rs6267669	9.501409	0.542000	21.712669	14.454183	13.138633
1419323_at	19	rs3658400	13.397603	0.206000	24.989509	16.695880	15.218746
1419324_at	1	rs3687595	7.753775	0.920000	23.402497	16.010084	14.631391
1419325_at	8	rs13479605	9.263646	0.352000	17.928931	12.375224	11.447064
1419326_at	5	CEL-5_70954573	12.543279	0.232000	22.393576	15.582890	14.252754
1419328_at	3	CEL-3_89968332	5.580422	0.734000	12.709440	8.783877	8.023366
1419329_at	12	rs13481611	16.336722	0.043000	23.343975	15.835409	14.257199
1419330_a_at	8	rs13479605	6.190856	0.900000	16.779068	11.243746	10.478606
1419331_at	11	D11Mit231	10.758854	0.479000	26.966176	16.687283	14.896557
1419332_at	9	rs13480365	11.710377	0.254000	24.822553	15.031001	13.634809
1419333_at	9	rs3725272	10.056473	0.589000	20.717801	15.679528	14.532395
1419334_at	8	rs6343961	10.119496	0.425000	21.333477	15.545579	13.436200
1419335_at	7	rs13479451	11.072804	0.404000	24.572165	16.179420	14.624659
1419336_at	3	rs6260196	9.327793	0.750000	32.645677	18.415269	16.099306
1419337_at	8	gnf08.119.598	9.212405	0.723000	23.463409	16.108392	14.602708
1419338_at	10	rs3664101	10.395790	0.533000	23.220796	16.110727	14.799919
1419339_at	7	rs13479416	19.784140	0.000137	17.621722	12.775680	11.733435
1419340_at	8	rs6343961	7.813649	0.798000	20.329932	13.965884	12.782076
1419341_at	9	rs3705403	9.425239	0.280000	16.049585	11.958876	10.954625
1419342_at	2	rs3709716	8.731576	0.707000	22.627207	15.203305	13.816010
1419343_at	2	rs13459060	7.755216	0.779000	18.655681	12.944689	11.704963
1419344_at	1	rs3687595	11.493486	0.407000	25.931470	17.094133	15.684517
1419345_at	16	rs4221305	7.636471	0.898000	19.206518	14.965019	13.813477
1419346_a_at	1	rs3687595	10.168482	0.580000	23.083629	16.912006	15.144665
1419347_x_at	1	rs6189020	8.110916	0.768000	18.899797	13.793939	12.673668
1419349_a_at	8	rs13479605	12.792572	0.223000	36.026104	15.940532	14.470414
1419350_at	9	rs6258765	12.690877	0.271000	27.449902	17.044803	15.440159
1419351_a_at	7	rs13479326	7.800765	0.912000	27.202985	16.375369	14.938032
1419352_at	12	rs6170344	17.924768	0.023000	24.279691	16.771434	14.883384
1419353_at	5	CEL-5_3149134	11.915615	0.356000	26.198369	16.893354	15.481897
1419354_at	12	gnf12.035.312	9.014089	0.665000	19.150596	14.712460	13.289664
1419355_at	1	rs3687595	10.987964	0.515000	26.283849	17.399975	15.835291
1419356_at	1	rs13475891	34.449173	0.000092	28.755335	18.078447	16.195091
1419357_at	7	CEL-7_36442524	8.501953	0.577000	21.848644	13.114374	11.854103
1419358_at	10	rs6282839	9.330163	0.141000	18.809712	10.617932	9.723698
1419360_a_at	1	rs13476138	9.893032	0.571000	24.164535	15.634499	14.391972
1419361_at	12	rs6170344	9.077832	0.687000	23.827793	15.220434	14.019058
1419362_at	6	mhcCD8b4	22.628061	0.007000	27.246379	17.716048	15.974122
1419363_a_at	6	mhcCD8b4	14.957684	0.030000	25.339041	14.111313	12.945935
1419365_at	9	rs6258765	14.932573	0.061000	23.319658	15.362424	13.897212
1419366_at	9	mCV22843303	10.003545	0.542000	22.132298	15.449553	14.019760
1419367_at	14	rs3689508	11.094106	0.208000	21.258273	13.335406	12.393645
1419368_a_at	12	gnf12.084.566	11.324389	0.416000	29.204926	17.031594	15.181644
1419369_at	16	rs4221305	9.285320	0.736000	24.734255	16.629337	15.178896
1419370_a_at	9	rs6258765	10.683005	0.531000	29.836977	17.228440	15.447698
1419371_s_at	9	rs3705403	10.026543	0.420000	17.761214	13.940730	12.801687
1419372_at	12	rs6170344	9.309719	0.706000	25.820582	17.083116	14.769107
1419373_at	18	rs3671719	9.219588	0.505000	19.590778	13.631406	12.454901
1419374_at	12	rs13481599	10.487458	0.414000	19.886369	14.804419	13.819249
1419375_at	5	D5Mit388	8.032023	0.860000	25.021329	15.102909	14.015093
1419376_at	8	rs4227253	13.475829	0.193000	26.677530	16.517855	15.242541
1419377_at	14	rs3710916	10.020217	0.506000	21.504884	14.905819	13.662369
1419378_a_at	2	rs6208879	7.744464	0.906000	21.949640	16.363753	14.694724
1419379_x_at	8	rs13479605	9.286733	0.717000	24.058649	16.761092	15.035473
1419380_at	8	rs13479842	9.274304	0.711000	28.061554	17.340415	15.724146
1419381_at	15	rs13482436	12.335118	0.235000	22.533517	15.228370	14.098338
1419382_a_at	13	rs3657414	7.213533	0.942000	18.255690	13.908395	12.823709
1419383_at	14	CEL-14_110783830	10.419642	0.585000	29.062097	18.407923	16.281248
1419384_at	1	gnf01.107.327	8.217012	0.866000	24.157104	15.914025	14.705060
1419385_a_at	18	rs13483183	10.670601	0.375000	22.332707	14.924198	13.471686
1419386_at	10	gnf10.025.923	5.367841	1.000000	20.160989	14.620805	13.675390
1419387_s_at	2	rs13459060	9.651177	0.626000	24.899442	15.932629	14.471899
1419388_at	18	rs13483377	9.314423	0.163000	15.706284	11.213822	10.066558
1419389_at	7	rs13479416	11.652611	0.426000	27.562906	17.131883	15.652283
1419390_at	15	rs13482609	10.247969	0.534000	24.724634	16.236748	14.769120
1419391_at	18	rs13483423	7.262204	0.913000	30.036070	15.054764	13.757397
1419392_at	10	rs13480625	7.642488	0.914000	24.172065	15.999674	14.422036
1419393_at	8	rs13479605	8.088506	0.679000	17.308465	12.827746	11.816819
1419394_s_at	4	rs13478067	10.747484	0.454000	22.107408	16.028950	14.521384
1419395_at	11	rs3673722	10.500179	0.495000	25.243456	16.362235	14.562834
1419396_at	8	rs13479605	10.380266	0.305000	18.046283	13.541868	12.251710
1419397_at	6	rs13478683	8.391657	0.842000	29.697656	16.525961	15.185585
1419398_a_at	14	rs3710916	9.542004	0.720000	26.382255	17.008239	15.506307
1419399_at	3	rs13477425	16.137393	0.035000	25.827520	15.557302	14.065526
1419400_at	3	rs4221957	10.753987	0.467000	22.605581	15.796174	14.601816
1419401_at	18	rs13483377	12.521503	0.306000	30.565576	16.935672	15.237547
1419402_at	9	rs3725272	16.023117	0.014000	22.474347	13.469666	12.337937
1419403_at	14	rs4139535	8.915091	0.705000	19.745096	14.757672	13.496591
1419405_at	14	UT_9_81.82101	14.003116	0.231000	28.019757	18.069641	16.199490
1419406_a_at	10	rs6237927	9.926102	0.637000	25.451947	16.665632	15.331078
1419407_at	2	CEL-2_50605053	12.302924	0.241000	21.544991	16.176545	14.509273
1419408_at	7	rs3716088	9.782498	0.443000	17.057944	13.492315	12.536683
1419409_at	2	rs13476419	8.241345	0.791000	21.701141	14.019058	12.938418
1419410_at	16	rs4221305	8.846204	0.706000	22.670870	15.483999	13.883641
1419411_at	1	rs13476281	8.457567	0.803000	21.812688	16.211743	14.686564
1419412_at	15	rs13482420	6.411664	0.912000	22.374330	12.116058	11.140186
1419413_at	8	rs6343961	7.421968	0.921000	24.982818	15.113661	14.091742
1419414_at	17	rs13482947	10.825014	0.474000	22.278499	16.100692	14.609619
1419415_a_at	12	gnf12.078.433	16.341314	0.026000	25.602420	15.194528	13.739801
1419416_a_at	12	gnf12.081.318	9.266150	0.516000	16.861916	13.410391	12.387641
1419417_at	3	rs13477011	12.296026	0.187000	22.117099	14.885390	13.579334
1419418_a_at	16	rs4221305	9.350291	0.741000	27.160914	18.017232	16.312496
1419419_at	8	rs13479605	11.745406	0.417000	31.652391	17.229169	15.708321
1419420_at	9	rs6167970	12.249460	0.296000	26.272281	16.882483	15.103265
1419421_at	7	rs6239372	9.360213	0.729000	24.740317	16.639969	15.147314
1419422_at	12	rs13481565	10.474480	0.292000	18.104327	13.701405	12.520924
1419423_at	10	CEL-10_86185623	27.305142	0.001833	29.967777	18.433314	16.560397
